boundary_mode,ci95_high,ci95_low,comparison,horizon,improvement_ratio_left_over_right,layer,left,left_mean,mean_difference,metric,n_problems,right,right_mean
natural-clean,-0.00020741145916053794,-0.0004901336734149242,rlvr-dpo,1,1.0004180590108143,8,dpo,0.8286308406964212,-0.0003462718275339527,perp_score,100,rlvr,0.8282845688688871
natural-clean,-9.908635705664821e-06,-0.0009001646325773401,rlvr-dpo,1,1.0003184130977836,12,dpo,1.449852255057536,-0.00046150499862514184,cos_score,100,rlvr,1.449390750058911
natural-clean,-0.02215481186040179,-0.028192037139442936,rlvr-dpo,1,1.0077836237581288,12,dpo,3.259336987267895,-0.02517351166636414,normalized_mse,100,rlvr,3.2341634756015303
natural-clean,-0.04821693908325079,-0.06281201999511724,rlvr-dpo,2,1.0071160127387433,12,dpo,7.877287870673043,-0.05565881201910612,normalized_mse,100,rlvr,7.821629058653937
natural-clean,-0.08114686209502138,-0.11210732801639517,rlvr-dpo,3,1.0063679578195956,12,dpo,15.312934866028156,-0.09689509941507754,normalized_mse,98,rlvr,15.216039766613076
natural-clean,-0.14539381818882524,-0.25094787466462454,rlvr-dpo,5,1.0053627158372915,12,dpo,37.5209520372806,-0.2001409049200798,normalized_mse,92,rlvr,37.320811132360525
natural-clean,-0.00033409850303378326,-0.0006651639711000079,rlvr-dpo,1,1.0006040548634336,12,dpo,0.8313103910033933,-0.0005018539373969111,perp_score,100,rlvr,0.8308085370659964
natural-clean,0.0006498176369266729,-0.00035317744417691675,rlvr-dpo,1,0.9998993533450108,16,dpo,1.4395219971056619,0.00014489765725661074,cos_score,100,rlvr,1.4396668947629185
natural-clean,-0.018140380136994146,-0.024746741005696852,rlvr-dpo,1,1.007502793283536,16,dpo,2.888688318872015,-0.021511832484779413,normalized_mse,100,rlvr,2.8671764863872364
natural-clean,-0.016876134547093347,-0.03839282747528148,rlvr-dpo,2,1.003973877919923,16,dpo,7.077701059467419,-0.028014593389922994,normalized_mse,100,rlvr,7.049686466077494
natural-clean,-0.004702803531413128,-0.051129330316536534,rlvr-dpo,3,1.0020243850571313,16,dpo,13.794523931769723,-0.027869010509284902,normalized_mse,98,rlvr,13.76665492126044
natural-clean,0.048424039547787075,-0.11071534018952484,rlvr-dpo,5,1.0010208221854995,16,dpo,33.84068032404445,-0.034510088583136075,normalized_mse,92,rlvr,33.806170235461316
natural-clean,-0.000784995751953513,-0.0014153509306494242,rlvr-dpo,1,1.0013270501349887,16,dpo,0.8253434563535041,-0.0010938205904038845,perp_score,100,rlvr,0.8242496357631004
natural-clean,0.0007540259696801218,-0.0007980590065142191,rlvr-dpo,1,1.000045794250618,20,dpo,1.4466342649606727,-6.624449846487579e-05,cos_score,100,rlvr,1.4465680204622078
natural-clean,-0.01824360141268674,-0.02795341931875121,rlvr-dpo,1,1.0089115999164813,20,dpo,2.6326451689891623,-0.02325385144747029,normalized_mse,100,rlvr,2.6093913175416907
natural-clean,-0.020588174227477756,-0.04679873283739153,rlvr-dpo,2,1.0054227313179513,20,dpo,6.334468634558253,-0.03416485462007752,normalized_mse,100,rlvr,6.300303779938175
natural-clean,-0.018758115423626456,-0.07633760541752742,rlvr-dpo,3,1.003887098479081,20,dpo,12.577279039785958,-0.04869982122551196,normalized_mse,98,rlvr,12.528579218560445
natural-clean,-0.013080307344095371,-0.17884156746379698,rlvr-dpo,5,1.0031322031906003,20,dpo,31.709080227109297,-0.099009165434473,normalized_mse,92,rlvr,31.610071061674816
natural-clean,-0.0010292947258266425,-0.0018030752913064099,rlvr-dpo,1,1.0017058978231468,20,dpo,0.8249758008045275,-0.0014049277595345,perp_score,100,rlvr,0.8235708730449929
natural-clean,0.000470975747497042,-0.0013390433661551856,rlvr-dpo,1,1.0003392787748877,24,dpo,1.449998964585172,-0.0004917870193952512,cos_score,100,rlvr,1.4495071775657766
natural-clean,-0.00039407099484264777,-0.014750729044201126,rlvr-dpo,1,1.0036031540579062,24,dpo,2.219788163510361,-0.007969523308795013,normalized_mse,100,rlvr,2.211818640201566
natural-clean,0.007341175498551261,-0.02658647312823813,rlvr-dpo,2,1.0019717871246876,24,dpo,5.345724828228947,-0.010519888407909255,normalized_mse,100,rlvr,5.335204939821039
natural-clean,0.025584958160740762,-0.04039316842824763,rlvr-dpo,3,1.0008547155920695,24,dpo,10.692419062380491,-0.009131172733846709,normalized_mse,98,rlvr,10.683287889646643
natural-clean,0.16451304692422583,-0.06083279883089116,rlvr-dpo,5,0.9985578284676141,24,dpo,27.440172293862414,0.03963058943386843,normalized_mse,92,rlvr,27.47980288329628
natural-clean,-0.0009614970214294246,-0.0017718891082784353,rlvr-dpo,1,1.0016539034990382,24,dpo,0.823640903931183,-0.0013599733083495956,perp_score,100,rlvr,0.8222809306228336
natural-clean,0.0033404633519914452,0.0007416631222005851,rlvr-dpo,1,0.9986609027926584,28,dpo,1.4405097324424967,0.001931569118674874,cos_score,100,rlvr,1.4424413015611715
