boundary_mode,ci95_high,ci95_low,horizon,layer,mean,metric,model,n_problems
literal,0.7872641837781229,0.7633506748144687,1,8,0.7752577335312283,perp_score,rlvr,100
literal,1.3620591269892306,1.306806019518833,1,12,1.3334546147387005,cos_score,rlvr,100
literal,1.2609410506712653,1.1083523522560699,1,12,1.1833910803418717,normalized_mse,rlvr,100
literal,3.0226050651822183,2.735533351050012,2,12,2.8765310569569436,normalized_mse,rlvr,100
literal,6.4777591386869,5.824599827403665,3,12,6.147501493059591,normalized_mse,rlvr,98
literal,17.014190268298933,15.208344333872098,5,12,16.104729773582267,normalized_mse,rlvr,94
literal,0.790290727814698,0.7683197919646496,1,12,0.7791982941099086,perp_score,rlvr,100
literal,1.3929976836048277,1.353824991812744,1,16,1.3728150689495648,cos_score,rlvr,100
literal,1.8876990545950103,1.7167150130535194,1,16,1.8026320858645994,normalized_mse,rlvr,100
literal,4.748770725696034,4.33602299108368,2,16,4.535725237612253,normalized_mse,rlvr,100
literal,9.64538272340488,8.80288583463502,3,16,9.220277515999818,normalized_mse,rlvr,98
literal,23.771459725988162,21.480234479443666,5,16,22.61492210816899,normalized_mse,rlvr,94
literal,0.8032929977077405,0.788270959683967,1,16,0.7956849983634846,perp_score,rlvr,100
literal,1.406653439351667,1.3670453396678974,1,20,1.3862484454257094,cos_score,rlvr,100
literal,1.9304884804161084,1.750399689649382,1,20,1.8403466454813802,normalized_mse,rlvr,100
literal,4.860772059028361,4.402200723882681,2,20,4.6225848341103895,normalized_mse,rlvr,100
literal,9.847539137323619,8.919005141243849,3,20,9.37635193491186,normalized_mse,rlvr,98
literal,23.959569325856464,21.699381303464094,5,20,22.821621379680316,normalized_mse,rlvr,94
literal,0.8048143852065982,0.7899597330666107,1,20,0.7972464419298764,perp_score,rlvr,100
literal,1.4218038233950305,1.3815160955375019,1,24,1.4010653893963854,cos_score,rlvr,100
literal,1.8410828334079885,1.6501721668881655,1,24,1.74470073359889,normalized_mse,rlvr,100
literal,4.533967830258528,4.072153648435653,2,24,4.294414901164279,normalized_mse,rlvr,100
literal,9.221139303216498,8.259087085970997,3,24,8.730740821897069,normalized_mse,rlvr,98
literal,22.44809537358187,20.09994726445179,5,24,21.266803952124675,normalized_mse,rlvr,94
literal,0.8110645419102398,0.7963673801631304,1,24,0.8035010442527496,perp_score,rlvr,100
literal,1.4256104349554999,1.3830166460928628,1,28,1.4036557385346242,cos_score,rlvr,100
literal,1.6286586943134351,1.4520916088766354,1,28,1.540237750711048,normalized_mse,rlvr,100
literal,3.932039105790061,3.5342280025169357,2,28,3.726850189657509,normalized_mse,rlvr,100
literal,8.016492548961384,7.17044806198483,3,28,7.591223848466283,normalized_mse,rlvr,98
literal,19.593718637429717,17.48868960743614,5,28,18.54439777654808,normalized_mse,rlvr,94
literal,0.8136430918056642,0.7982953369165056,1,28,0.8057438579043249,perp_score,rlvr,100
literal,1.4136989615574367,1.371977704252471,1,32,1.3924217058941732,cos_score,rlvr,100
literal,1.9168651199364293,1.712547595082758,1,32,1.8144997993061873,normalized_mse,rlvr,100
literal,4.593106982478486,4.160963568276087,2,32,4.378710477197881,normalized_mse,rlvr,100
literal,9.196172764608377,8.284724338202757,3,32,8.740424249189862,normalized_mse,rlvr,98
literal,21.993123930631562,19.638084941715782,5,32,20.80677768234261,normalized_mse,rlvr,94
literal,0.8144851549717664,0.8000650377773122,1,32,0.8071190099269212,perp_score,rlvr,100
natural,1.0442251019028979,1.0415147476427369,0,-1,1.042880361391161,layer_smoothness,rlvr,492
natural,1.4922281578697822,1.4695660402572195,1,4,1.4808864701822093,cos_score,rlvr,492
natural,2.836101540145236,2.6767425286493283,1,4,2.7572905589768535,normalized_mse,rlvr,492
natural,5.998946766216583,5.735436452059672,2,4,5.869864311771114,normalized_mse,rlvr,492
natural,12.708224910248058,12.092818394841569,3,4,12.40046080315337,normalized_mse,rlvr,486
natural,31.55035257249077,30.063738864491174,5,4,30.81111983936799,normalized_mse,rlvr,466
natural,0.8289923877340653,0.8194815598301184,1,4,0.8242453966646798,perp_score,rlvr,492
natural,1.4811875003285688,1.4665116239426799,1,8,1.4739177504788605,cos_score,rlvr,492
natural,3.38155158342099,3.267367282171234,1,8,3.3243803209088383,normalized_mse,rlvr,492
natural,7.785485373132829,7.586539283940883,2,8,7.687141765738012,normalized_mse,rlvr,492
natural,15.827614092498502,15.37671807765315,3,8,15.600885773735067,normalized_mse,rlvr,486
natural,39.136050178675234,38.0035127863843,5,8,38.574900340622335,normalized_mse,rlvr,466
natural,0.8379195057799308,0.8321716225867514,1,8,0.8350892622112955,perp_score,rlvr,492
natural,1.471525514065257,1.458872303298413,1,12,1.465233303386697,cos_score,rlvr,492
natural,3.328232517544137,3.236304231793068,1,12,3.2824818990795843,normalized_mse,rlvr,492
natural,7.765722821598273,7.607290764051266,2,12,7.687785345799368,normalized_mse,rlvr,492
natural,15.511598639013968,15.170425974676789,3,12,15.339869764376658,normalized_mse,rlvr,486
natural,37.90273711955023,37.0270382806486,5,12,37.466733689671926,normalized_mse,rlvr,466
natural,0.8390722161664949,0.8343447923849896,1,12,0.8367215786363666,perp_score,rlvr,492
natural,1.4656982490783101,1.4523747740317061,1,16,1.4590774205759662,cos_score,rlvr,492
natural,2.9641915006359203,2.884752662189913,1,16,2.9247488094813514,normalized_mse,rlvr,492
